id,package,file,name,qualifiedname,comment,parameters_num,category,summary
278,dns,,resolve4,dns.resolve4,"<p>Uses the DNS protocol to resolve a IPv4 addresses (<code>A</code> records) for the
<code>hostname</code>. The <code>addresses</code> argument passed to the <code>callback</code> function
will contain an array of IPv4 addresses (e.g.
<code>['74.125.79.104', '74.125.79.105', '74.125.79.106']</code>).</p>",3,21,
279,dns,,resolve6,dns.resolve6,"<p>Uses the DNS protocol to resolve IPv6 addresses (<code>AAAA</code> records) for the
<code>hostname</code>. The <code>addresses</code> argument passed to the <code>callback</code> function
will contain an array of IPv6 addresses.</p>",3,21,
280,dns,,resolveAny,dns.resolveAny,"<p>Uses the DNS protocol to resolve all records (also known as <code>ANY</code> or <code>*</code> query).
The <code>ret</code> argument passed to the <code>callback</code> function will be an array containing
various types of records. Each object has a property <code>type</code> that indicates the
type of the current record. And depending on the <code>type</code>, additional properties
will be present on the object:</p>
<table>
<thead>
<tr>
<th>Type</th>
<th>Properties</th>
</tr>
</thead>
<tbody>
<tr>
<td><code>'A'</code></td>
<td><code>address</code>/<code>ttl</code></td>
</tr>
<tr>
<td><code>'AAAA'</code></td>
<td><code>address</code>/<code>ttl</code></td>
</tr>
<tr>
<td><code>'CNAME'</code></td>
<td><code>value</code></td>
</tr>
<tr>
<td><code>'MX'</code></td>
<td>Refer to <a href=""dns.html#dnsresolvemxhostname-callback""><code>dns.resolveMx()</code></a></td>
</tr>
<tr>
<td><code>'NAPTR'</code></td>
<td>Refer to <a href=""dns.html#dnsresolvenaptrhostname-callback""><code>dns.resolveNaptr()</code></a></td>
</tr>
<tr>
<td><code>'NS'</code></td>
<td><code>value</code></td>
</tr>
<tr>
<td><code>'PTR'</code></td>
<td><code>value</code></td>
</tr>
<tr>
<td><code>'SOA'</code></td>
<td>Refer to <a href=""dns.html#dnsresolvesoahostname-callback""><code>dns.resolveSoa()</code></a></td>
</tr>
<tr>
<td><code>'SRV'</code></td>
<td>Refer to <a href=""dns.html#dnsresolvesrvhostname-callback""><code>dns.resolveSrv()</code></a></td>
</tr>
<tr>
<td><code>'TXT'</code></td>
<td>This type of record contains an array property called <code>entries</code> which refers to <a href=""dns.html#dnsresolvetxthostname-callback""><code>dns.resolveTxt()</code></a>, e.g. <code>{ entries: ['...'], type: 'TXT' }</code></td>
</tr>
</tbody>
</table>
<p>Here is an example of the <code>ret</code> object passed to the callback:</p>
<!-- eslint-disable semi -->
<pre><code class=""language-js"">[ { type: 'A', address: '127.0.0.1', ttl: 299 },
  { type: 'CNAME', value: 'example.com' },
  { type: 'MX', exchange: 'alt4.aspmx.l.example.com', priority: 50 },
  { type: 'NS', value: 'ns1.example.com' },
  { type: 'TXT', entries: [ 'v=spf1 include:_spf.example.com ~all' ] },
  { type: 'SOA',
    nsname: 'ns1.example.com',
    hostmaster: 'admin.example.com',
    serial: 156696742,
    refresh: 900,
    retry: 900,
    expire: 1800,
    minttl: 60 } ]
</code></pre>
<p>DNS server operators may choose not to respond to <code>ANY</code>
queries. It may be better to call individual methods like <a href=""dns.html#dnsresolve4hostname-options-callback""><code>dns.resolve4()</code></a>,
<a href=""dns.html#dnsresolvemxhostname-callback""><code>dns.resolveMx()</code></a>, and so on. For more details, see <a href=""https://tools.ietf.org/html/rfc8482"">RFC 8482</a>.</p>",2,21,
281,dns,,resolveCname,dns.resolveCname,"<p>Uses the DNS protocol to resolve <code>CNAME</code> records for the <code>hostname</code>. The
<code>addresses</code> argument passed to the <code>callback</code> function
will contain an array of canonical name records available for the <code>hostname</code>
(e.g. <code>['bar.example.com']</code>).</p>",2,21,
282,dns,,resolveCaa,dns.resolveCaa,"<p>Uses the DNS protocol to resolve <code>CAA</code> records for the <code>hostname</code>. The
<code>addresses</code> argument passed to the <code>callback</code> function
will contain an array of certification authority authorization records
available for the <code>hostname</code> (e.g. <code>[{critical: 0, iodef: 'mailto:pki@example.com'}, {critical: 128, issue: 'pki.example.com'}]</code>).</p>",2,21,
283,dns,,resolveMx,dns.resolveMx,"<p>Uses the DNS protocol to resolve mail exchange records (<code>MX</code> records) for the
<code>hostname</code>. The <code>addresses</code> argument passed to the <code>callback</code> function will
contain an array of objects containing both a <code>priority</code> and <code>exchange</code>
property (e.g. <code>[{priority: 10, exchange: 'mx.example.com'}, ...]</code>).</p>",2,21,
284,dns,,resolveNaptr,dns.resolveNaptr,"<p>Uses the DNS protocol to resolve regular expression-based records (<code>NAPTR</code>
records) for the <code>hostname</code>. The <code>addresses</code> argument passed to the <code>callback</code>
function will contain an array of objects with the following properties:</p>
<ul>
<li><code>flags</code></li>
<li><code>service</code></li>
<li><code>regexp</code></li>
<li><code>replacement</code></li>
<li><code>order</code></li>
<li><code>preference</code></li>
</ul>
<!-- eslint-skip -->
<pre><code class=""language-js"">{
  flags: 's',
  service: 'SIP+D2U',
  regexp: '',
  replacement: '_sip._udp.example.com',
  order: 30,
  preference: 100
}
</code></pre>",2,21,
285,dns,,resolveNs,dns.resolveNs,"<p>Uses the DNS protocol to resolve name server records (<code>NS</code> records) for the
<code>hostname</code>. The <code>addresses</code> argument passed to the <code>callback</code> function will
contain an array of name server records available for <code>hostname</code>
(e.g. <code>['ns1.example.com', 'ns2.example.com']</code>).</p>",2,21,
286,dns,,resolvePtr,dns.resolvePtr,"<p>Uses the DNS protocol to resolve pointer records (<code>PTR</code> records) for the
<code>hostname</code>. The <code>addresses</code> argument passed to the <code>callback</code> function will
be an array of strings containing the reply records.</p>",2,21,
287,dns,,resolveSoa,dns.resolveSoa,"<p>Uses the DNS protocol to resolve a start of authority record (<code>SOA</code> record) for
the <code>hostname</code>. The <code>address</code> argument passed to the <code>callback</code> function will
be an object with the following properties:</p>
<ul>
<li><code>nsname</code></li>
<li><code>hostmaster</code></li>
<li><code>serial</code></li>
<li><code>refresh</code></li>
<li><code>retry</code></li>
<li><code>expire</code></li>
<li><code>minttl</code></li>
</ul>
<!-- eslint-skip -->
<pre><code class=""language-js"">{
  nsname: 'ns.example.com',
  hostmaster: 'root.example.com',
  serial: 2013101809,
  refresh: 10000,
  retry: 2400,
  expire: 604800,
  minttl: 3600
}
</code></pre>",2,21,
288,dns,,resolveSrv,dns.resolveSrv,"<p>Uses the DNS protocol to resolve service records (<code>SRV</code> records) for the
<code>hostname</code>. The <code>addresses</code> argument passed to the <code>callback</code> function will
be an array of objects with the following properties:</p>
<ul>
<li><code>priority</code></li>
<li><code>weight</code></li>
<li><code>port</code></li>
<li><code>name</code></li>
</ul>
<!-- eslint-skip -->
<pre><code class=""language-js"">{
  priority: 10,
  weight: 5,
  port: 21223,
  name: 'service.example.com'
}
</code></pre>",2,21,
289,dns,,resolveTxt,dns.resolveTxt,"<!--lint disable no-undefined-references list-item-bullet-indent-->
<ul>
<li><code>hostname</code> <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#String_type"" class=""type"">&lt;string&gt;</a></li>
<li><code>callback</code> <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Function"" class=""type"">&lt;Function&gt;</a>
<ul>
<li><code>err</code> <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Error"" class=""type"">&lt;Error&gt;</a></li>
<li><code>records</code> <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#String_type"" class=""type"">&#x3C;string[][]></a></li>
</ul>
</li>
</ul>
<!--lint enable no-undefined-references list-item-bullet-indent-->
<p>Uses the DNS protocol to resolve text queries (<code>TXT</code> records) for the
<code>hostname</code>. The <code>records</code> argument passed to the <code>callback</code> function is a
two-dimensional array of the text records available for <code>hostname</code> (e.g.
<code>[ ['v=spf1 ip4:0.0.0.0 ', '~all' ] ]</code>). Each sub-array contains TXT chunks of
one record. Depending on the use case, these could be either joined together or
treated separately.</p>",0,21,
290,dns,,reverse,dns.reverse,"<p>Performs a reverse DNS query that resolves an IPv4 or IPv6 address to an
array of host names.</p>
<p>On error, <code>err</code> is an <a href=""errors.html#class-error""><code>Error</code></a> object, where <code>err.code</code> is
one of the <a href=""dns.html#error-codes"">DNS error codes</a>.</p>",2,21,
291,dns,,setDefaultResultOrder,dns.setDefaultResultOrder,"<p>Set the default value of <code>verbatim</code> in <a href=""dns.html#dnslookuphostname-options-callback""><code>dns.lookup()</code></a> and
<a href=""dns.html#dnspromiseslookuphostname-options""><code>dnsPromises.lookup()</code></a>. The value could be:</p>
<ul>
<li><code>ipv4first</code>: sets default <code>verbatim</code> <code>false</code>.</li>
<li><code>verbatim</code>: sets default <code>verbatim</code> <code>true</code>.</li>
</ul>
<p>The default is <code>verbatim</code> and <a href=""dns.html#dnssetdefaultresultorderorder""><code>dns.setDefaultResultOrder()</code></a> have higher
priority than <a href=""cli.html#--dns-result-orderorder""><code>--dns-result-order</code></a>. When using <a href=""worker_threads.html"">worker threads</a>,
<a href=""dns.html#dnssetdefaultresultorderorder""><code>dns.setDefaultResultOrder()</code></a> from the main thread won't affect the default
dns orders in workers.</p>",1,Others,
292,dns,,getDefaultResultOrder,dns.getDefaultResultOrder,"<p>Get the default value for <code>verbatim</code> in <a href=""dns.html#dnslookuphostname-options-callback""><code>dns.lookup()</code></a> and
<a href=""dns.html#dnspromiseslookuphostname-options""><code>dnsPromises.lookup()</code></a>. The value could be:</p>
<ul>
<li><code>ipv4first</code>: for <code>verbatim</code> defaulting to <code>false</code>.</li>
<li><code>verbatim</code>: for <code>verbatim</code> defaulting to <code>true</code>.</li>
</ul>",0,Others,
293,dns,,setServers,dns.setServers,"<p>Sets the IP address and port of servers to be used when performing DNS
resolution. The <code>servers</code> argument is an array of <a href=""https://tools.ietf.org/html/rfc5952#section-6"">RFC 5952</a> formatted
addresses. If the port is the IANA default DNS port (53) it can be omitted.</p>
<pre><code class=""language-js"">dns.setServers([
  '4.4.4.4',
  '[2001:4860:4860::8888]',
  '4.4.4.4:1053',
  '[2001:4860:4860::8888]:1053',
]);
</code></pre>
<p>An error will be thrown if an invalid address is provided.</p>
<p>The <code>dns.setServers()</code> method must not be called while a DNS query is in
progress.</p>
<p>The <a href=""dns.html#dnssetserversservers""><code>dns.setServers()</code></a> method affects only <a href=""dns.html#dnsresolvehostname-rrtype-callback""><code>dns.resolve()</code></a>,
<code>dns.resolve*()</code> and <a href=""dns.html#dnsreverseip-callback""><code>dns.reverse()</code></a> (and specifically <em>not</em>
<a href=""dns.html#dnslookuphostname-options-callback""><code>dns.lookup()</code></a>).</p>
<p>This method works much like
<a href=""https://man7.org/linux/man-pages/man5/resolv.conf.5.html"">resolve.conf</a>.
That is, if attempting to resolve with the first server provided results in a
<code>NOTFOUND</code> error, the <code>resolve()</code> method will <em>not</em> attempt to resolve with
subsequent servers provided. Fallback DNS servers will only be used if the
earlier ones time out or result in some other error.</p>",1,25,
294,Resolver,,Resolver,Resolver,"<p>Create a new resolver.</p>
<ul>
<li><code>options</code> <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Object"" class=""type"">&lt;Object&gt;</a>
<ul>
<li><code>timeout</code> <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#Number_type"" class=""type"">&lt;integer&gt;</a> Query timeout in milliseconds, or <code>-1</code> to use the
default timeout.</li>
<li><code>tries</code> <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#Number_type"" class=""type"">&lt;integer&gt;</a> The number of tries the resolver will try contacting
each name server before giving up. <strong>Default:</strong> <code>4</code></li>
</ul>
</li>
</ul>",0,Others,
295,resolver,,cancel,resolver.cancel,"<p>Cancel all outstanding DNS queries made by this resolver. The corresponding
callbacks will be called with an error with code <code>ECANCELLED</code>.</p>",0,Others,
296,resolver,,setLocalAddress,resolver.setLocalAddress,"<p>The resolver instance will send its requests from the specified IP address.
This allows programs to specify outbound interfaces when used on multi-homed
systems.</p>
<p>If a v4 or v6 address is not specified, it is set to the default and the
operating system will choose a local address automatically.</p>
<p>The resolver will use the v4 local address when making requests to IPv4 DNS
servers, and the v6 local address when making requests to IPv6 DNS servers.
The <code>rrtype</code> of resolution requests has no impact on the local address used.</p>",2,25,
297,resolver,,cancel,resolver.cancel,"<p>Cancel all outstanding DNS queries made by this resolver. The corresponding
promises will be rejected with an error with the code <code>ECANCELLED</code>.</p>",0,Others,
298,dnsPromises,,getServers,dnsPromises.getServers,"<p>Returns an array of IP address strings, formatted according to <a href=""https://tools.ietf.org/html/rfc5952#section-6"">RFC 5952</a>,
that are currently configured for DNS resolution. A string will include a port
section if a custom port is used.</p>
<!-- eslint-disable semi-->
<pre><code class=""language-js"">[
  '4.4.4.4',
  '2001:4860:4860::8888',
  '4.4.4.4:1053',
  '[2001:4860:4860::8888]:1053',
]
</code></pre>",0,26,
299,dnsPromises,,lookup,dnsPromises.lookup,"<p>Resolves a host name (e.g. <code>'nodejs.org'</code>) into the first found A (IPv4) or
AAAA (IPv6) record. All <code>option</code> properties are optional. If <code>options</code> is an
integer, then it must be <code>4</code> or <code>6</code> – if <code>options</code> is not provided, then IPv4
and IPv6 addresses are both returned if found.</p>
<p>With the <code>all</code> option set to <code>true</code>, the <code>Promise</code> is resolved with <code>addresses</code>
being an array of objects with the properties <code>address</code> and <code>family</code>.</p>
<p>On error, the <code>Promise</code> is rejected with an <a href=""errors.html#class-error""><code>Error</code></a> object, where <code>err.code</code>
is the error code.
Keep in mind that <code>err.code</code> will be set to <code>'ENOTFOUND'</code> not only when
the host name does not exist but also when the lookup fails in other ways
such as no available file descriptors.</p>
<p><a href=""dns.html#dnspromiseslookuphostname-options""><code>dnsPromises.lookup()</code></a> does not necessarily have anything to do with the DNS
protocol. The implementation uses an operating system facility that can
associate names with addresses and vice versa. This implementation can have
subtle but important consequences on the behavior of any Node.js program. Please
take some time to consult the <a href=""dns.html#implementation-considerations"">Implementation considerations section</a> before
using <code>dnsPromises.lookup()</code>.</p>
<p>Example usage:</p>
<pre><code class=""language-js"">const dns = require('node:dns');
const dnsPromises = dns.promises;
const options = {
  family: 6,
  hints: dns.ADDRCONFIG | dns.V4MAPPED,
};

dnsPromises.lookup('example.com', options).then((result) => {
  console.log('address: %j family: IPv%s', result.address, result.family);
  // address: ""2606:2800:220:1:248:1893:25c8:1946"" family: IPv6
});

// When options.all is true, the result will be an Array.
options.all = true;
dnsPromises.lookup('example.com', options).then((result) => {
  console.log('addresses: %j', result);
  // addresses: [{""address"":""2606:2800:220:1:248:1893:25c8:1946"",""family"":6}]
});
</code></pre>",2,21,
300,dnsPromises,,lookupService,dnsPromises.lookupService,"<p>Resolves the given <code>address</code> and <code>port</code> into a host name and service using
the operating system's underlying <code>getnameinfo</code> implementation.</p>
<p>If <code>address</code> is not a valid IP address, a <code>TypeError</code> will be thrown.
The <code>port</code> will be coerced to a number. If it is not a legal port, a <code>TypeError</code>
will be thrown.</p>
<p>On error, the <code>Promise</code> is rejected with an <a href=""errors.html#class-error""><code>Error</code></a> object, where <code>err.code</code>
is the error code.</p>
<pre><code class=""language-js"">const dnsPromises = require('node:dns').promises;
dnsPromises.lookupService('127.0.0.1', 22).then((result) => {
  console.log(result.hostname, result.service);
  // Prints: localhost ssh
});
</code></pre>",2,21,
301,dnsPromises,,resolve,dnsPromises.resolve,"<p>Uses the DNS protocol to resolve a host name (e.g. <code>'nodejs.org'</code>) into an array
of the resource records. When successful, the <code>Promise</code> is resolved with an
array of resource records. The type and structure of individual results vary
based on <code>rrtype</code>:</p>
<table>
<thead>
<tr>
<th><code>rrtype</code></th>
<th><code>records</code> contains</th>
<th>Result type</th>
<th>Shorthand method</th>
</tr>
</thead>
<tbody>
<tr>
<td><code>'A'</code></td>
<td>IPv4 addresses (default)</td>
<td><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#String_type"" class=""type"">&lt;string&gt;</a></td>
<td><a href=""dns.html#dnspromisesresolve4hostname-options""><code>dnsPromises.resolve4()</code></a></td>
</tr>
<tr>
<td><code>'AAAA'</code></td>
<td>IPv6 addresses</td>
<td><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#String_type"" class=""type"">&lt;string&gt;</a></td>
<td><a href=""dns.html#dnspromisesresolve6hostname-options""><code>dnsPromises.resolve6()</code></a></td>
</tr>
<tr>
<td><code>'ANY'</code></td>
<td>any records</td>
<td><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Object"" class=""type"">&lt;Object&gt;</a></td>
<td><a href=""dns.html#dnspromisesresolveanyhostname""><code>dnsPromises.resolveAny()</code></a></td>
</tr>
<tr>
<td><code>'CAA'</code></td>
<td>CA authorization records</td>
<td><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Object"" class=""type"">&lt;Object&gt;</a></td>
<td><a href=""dns.html#dnspromisesresolvecaahostname""><code>dnsPromises.resolveCaa()</code></a></td>
</tr>
<tr>
<td><code>'CNAME'</code></td>
<td>canonical name records</td>
<td><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#String_type"" class=""type"">&lt;string&gt;</a></td>
<td><a href=""dns.html#dnspromisesresolvecnamehostname""><code>dnsPromises.resolveCname()</code></a></td>
</tr>
<tr>
<td><code>'MX'</code></td>
<td>mail exchange records</td>
<td><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Object"" class=""type"">&lt;Object&gt;</a></td>
<td><a href=""dns.html#dnspromisesresolvemxhostname""><code>dnsPromises.resolveMx()</code></a></td>
</tr>
<tr>
<td><code>'NAPTR'</code></td>
<td>name authority pointer records</td>
<td><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Object"" class=""type"">&lt;Object&gt;</a></td>
<td><a href=""dns.html#dnspromisesresolvenaptrhostname""><code>dnsPromises.resolveNaptr()</code></a></td>
</tr>
<tr>
<td><code>'NS'</code></td>
<td>name server records</td>
<td><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#String_type"" class=""type"">&lt;string&gt;</a></td>
<td><a href=""dns.html#dnspromisesresolvenshostname""><code>dnsPromises.resolveNs()</code></a></td>
</tr>
<tr>
<td><code>'PTR'</code></td>
<td>pointer records</td>
<td><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#String_type"" class=""type"">&lt;string&gt;</a></td>
<td><a href=""dns.html#dnspromisesresolveptrhostname""><code>dnsPromises.resolvePtr()</code></a></td>
</tr>
<tr>
<td><code>'SOA'</code></td>
<td>start of authority records</td>
<td><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Object"" class=""type"">&lt;Object&gt;</a></td>
<td><a href=""dns.html#dnspromisesresolvesoahostname""><code>dnsPromises.resolveSoa()</code></a></td>
</tr>
<tr>
<td><code>'SRV'</code></td>
<td>service records</td>
<td><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Object"" class=""type"">&lt;Object&gt;</a></td>
<td><a href=""dns.html#dnspromisesresolvesrvhostname""><code>dnsPromises.resolveSrv()</code></a></td>
</tr>
<tr>
<td><code>'TXT'</code></td>
<td>text records</td>
<td><a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#String_type"" class=""type"">&lt;string[]&gt;</a></td>
<td><a href=""dns.html#dnspromisesresolvetxthostname""><code>dnsPromises.resolveTxt()</code></a></td>
</tr>
</tbody>
</table>
<p>On error, the <code>Promise</code> is rejected with an <a href=""errors.html#class-error""><code>Error</code></a> object, where <code>err.code</code>
is one of the <a href=""dns.html#error-codes"">DNS error codes</a>.</p>",2,21,
302,dnsPromises,,resolve4,dnsPromises.resolve4,"<p>Uses the DNS protocol to resolve IPv4 addresses (<code>A</code> records) for the
<code>hostname</code>. On success, the <code>Promise</code> is resolved with an array of IPv4
addresses (e.g. <code>['74.125.79.104', '74.125.79.105', '74.125.79.106']</code>).</p>",2,21,
303,dnsPromises,,resolve6,dnsPromises.resolve6,"<p>Uses the DNS protocol to resolve IPv6 addresses (<code>AAAA</code> records) for the
<code>hostname</code>. On success, the <code>Promise</code> is resolved with an array of IPv6
addresses.</p>",2,21,
304,dnsPromises,,resolveAny,dnsPromises.resolveAny,"<p>Uses the DNS protocol to resolve all records (also known as <code>ANY</code> or <code>*</code> query).
On success, the <code>Promise</code> is resolved with an array containing various types of
records. Each object has a property <code>type</code> that indicates the type of the
current record. And depending on the <code>type</code>, additional properties will be
present on the object:</p>
<table>
<thead>
<tr>
<th>Type</th>
<th>Properties</th>
</tr>
</thead>
<tbody>
<tr>
<td><code>'A'</code></td>
<td><code>address</code>/<code>ttl</code></td>
</tr>
<tr>
<td><code>'AAAA'</code></td>
<td><code>address</code>/<code>ttl</code></td>
</tr>
<tr>
<td><code>'CNAME'</code></td>
<td><code>value</code></td>
</tr>
<tr>
<td><code>'MX'</code></td>
<td>Refer to <a href=""dns.html#dnspromisesresolvemxhostname""><code>dnsPromises.resolveMx()</code></a></td>
</tr>
<tr>
<td><code>'NAPTR'</code></td>
<td>Refer to <a href=""dns.html#dnspromisesresolvenaptrhostname""><code>dnsPromises.resolveNaptr()</code></a></td>
</tr>
<tr>
<td><code>'NS'</code></td>
<td><code>value</code></td>
</tr>
<tr>
<td><code>'PTR'</code></td>
<td><code>value</code></td>
</tr>
<tr>
<td><code>'SOA'</code></td>
<td>Refer to <a href=""dns.html#dnspromisesresolvesoahostname""><code>dnsPromises.resolveSoa()</code></a></td>
</tr>
<tr>
<td><code>'SRV'</code></td>
<td>Refer to <a href=""dns.html#dnspromisesresolvesrvhostname""><code>dnsPromises.resolveSrv()</code></a></td>
</tr>
<tr>
<td><code>'TXT'</code></td>
<td>This type of record contains an array property called <code>entries</code> which refers to <a href=""dns.html#dnspromisesresolvetxthostname""><code>dnsPromises.resolveTxt()</code></a>, e.g. <code>{ entries: ['...'], type: 'TXT' }</code></td>
</tr>
</tbody>
</table>
<p>Here is an example of the result object:</p>
<!-- eslint-disable semi -->
<pre><code class=""language-js"">[ { type: 'A', address: '127.0.0.1', ttl: 299 },
  { type: 'CNAME', value: 'example.com' },
  { type: 'MX', exchange: 'alt4.aspmx.l.example.com', priority: 50 },
  { type: 'NS', value: 'ns1.example.com' },
  { type: 'TXT', entries: [ 'v=spf1 include:_spf.example.com ~all' ] },
  { type: 'SOA',
    nsname: 'ns1.example.com',
    hostmaster: 'admin.example.com',
    serial: 156696742,
    refresh: 900,
    retry: 900,
    expire: 1800,
    minttl: 60 } ]
</code></pre>",1,21,
305,dnsPromises,,resolveCaa,dnsPromises.resolveCaa,"<p>Uses the DNS protocol to resolve <code>CAA</code> records for the <code>hostname</code>. On success,
the <code>Promise</code> is resolved with an array of objects containing available
certification authority authorization records available for the <code>hostname</code>
(e.g. <code>[{critical: 0, iodef: 'mailto:pki@example.com'},{critical: 128, issue: 'pki.example.com'}]</code>).</p>",1,21,
306,dnsPromises,,resolveCname,dnsPromises.resolveCname,"<p>Uses the DNS protocol to resolve <code>CNAME</code> records for the <code>hostname</code>. On success,
the <code>Promise</code> is resolved with an array of canonical name records available for
the <code>hostname</code> (e.g. <code>['bar.example.com']</code>).</p>",1,21,
307,dnsPromises,,resolveMx,dnsPromises.resolveMx,"<p>Uses the DNS protocol to resolve mail exchange records (<code>MX</code> records) for the
<code>hostname</code>. On success, the <code>Promise</code> is resolved with an array of objects
containing both a <code>priority</code> and <code>exchange</code> property (e.g.
<code>[{priority: 10, exchange: 'mx.example.com'}, ...]</code>).</p>",1,21,
308,dnsPromises,,resolveNaptr,dnsPromises.resolveNaptr,"<p>Uses the DNS protocol to resolve regular expression-based records (<code>NAPTR</code>
records) for the <code>hostname</code>. On success, the <code>Promise</code> is resolved with an array
of objects with the following properties:</p>
<ul>
<li><code>flags</code></li>
<li><code>service</code></li>
<li><code>regexp</code></li>
<li><code>replacement</code></li>
<li><code>order</code></li>
<li><code>preference</code></li>
</ul>
<!-- eslint-skip -->
<pre><code class=""language-js"">{
  flags: 's',
  service: 'SIP+D2U',
  regexp: '',
  replacement: '_sip._udp.example.com',
  order: 30,
  preference: 100
}
</code></pre>",1,21,
309,dnsPromises,,resolveNs,dnsPromises.resolveNs,"<p>Uses the DNS protocol to resolve name server records (<code>NS</code> records) for the
<code>hostname</code>. On success, the <code>Promise</code> is resolved with an array of name server
records available for <code>hostname</code> (e.g.
<code>['ns1.example.com', 'ns2.example.com']</code>).</p>",1,21,
310,dnsPromises,,resolvePtr,dnsPromises.resolvePtr,"<p>Uses the DNS protocol to resolve pointer records (<code>PTR</code> records) for the
<code>hostname</code>. On success, the <code>Promise</code> is resolved with an array of strings
containing the reply records.</p>",1,21,
311,dnsPromises,,resolveSoa,dnsPromises.resolveSoa,"<p>Uses the DNS protocol to resolve a start of authority record (<code>SOA</code> record) for
the <code>hostname</code>. On success, the <code>Promise</code> is resolved with an object with the
following properties:</p>
<ul>
<li><code>nsname</code></li>
<li><code>hostmaster</code></li>
<li><code>serial</code></li>
<li><code>refresh</code></li>
<li><code>retry</code></li>
<li><code>expire</code></li>
<li><code>minttl</code></li>
</ul>
<!-- eslint-skip -->
<pre><code class=""language-js"">{
  nsname: 'ns.example.com',
  hostmaster: 'root.example.com',
  serial: 2013101809,
  refresh: 10000,
  retry: 2400,
  expire: 604800,
  minttl: 3600
}
</code></pre>",1,21,
312,dnsPromises,,resolveSrv,dnsPromises.resolveSrv,"<p>Uses the DNS protocol to resolve service records (<code>SRV</code> records) for the
<code>hostname</code>. On success, the <code>Promise</code> is resolved with an array of objects with
the following properties:</p>
<ul>
<li><code>priority</code></li>
<li><code>weight</code></li>
<li><code>port</code></li>
<li><code>name</code></li>
</ul>
<!-- eslint-skip -->
<pre><code class=""language-js"">{
  priority: 10,
  weight: 5,
  port: 21223,
  name: 'service.example.com'
}
</code></pre>",1,21,
313,dnsPromises,,resolveTxt,dnsPromises.resolveTxt,"<p>Uses the DNS protocol to resolve text queries (<code>TXT</code> records) for the
<code>hostname</code>. On success, the <code>Promise</code> is resolved with a two-dimensional array
of the text records available for <code>hostname</code> (e.g.
<code>[ ['v=spf1 ip4:0.0.0.0 ', '~all' ] ]</code>). Each sub-array contains TXT chunks of
one record. Depending on the use case, these could be either joined together or
treated separately.</p>",1,21,
314,dnsPromises,,reverse,dnsPromises.reverse,"<p>Performs a reverse DNS query that resolves an IPv4 or IPv6 address to an
array of host names.</p>
<p>On error, the <code>Promise</code> is rejected with an <a href=""errors.html#class-error""><code>Error</code></a> object, where <code>err.code</code>
is one of the <a href=""dns.html#error-codes"">DNS error codes</a>.</p>",1,21,
315,dnsPromises,,setDefaultResultOrder,dnsPromises.setDefaultResultOrder,"<p>Set the default value of <code>verbatim</code> in <a href=""dns.html#dnslookuphostname-options-callback""><code>dns.lookup()</code></a> and
<a href=""dns.html#dnspromiseslookuphostname-options""><code>dnsPromises.lookup()</code></a>. The value could be:</p>
<ul>
<li><code>ipv4first</code>: sets default <code>verbatim</code> <code>false</code>.</li>
<li><code>verbatim</code>: sets default <code>verbatim</code> <code>true</code>.</li>
</ul>
<p>The default is <code>verbatim</code> and <a href=""dns.html#dnspromisessetdefaultresultorderorder""><code>dnsPromises.setDefaultResultOrder()</code></a> have
higher priority than <a href=""cli.html#--dns-result-orderorder""><code>--dns-result-order</code></a>. When using <a href=""worker_threads.html"">worker threads</a>,
<a href=""dns.html#dnspromisessetdefaultresultorderorder""><code>dnsPromises.setDefaultResultOrder()</code></a> from the main thread won't affect the
default dns orders in workers.</p>",1,Others,
316,dnsPromises,,getDefaultResultOrder,dnsPromises.getDefaultResultOrder,<p>Get the value of <code>dnsOrder</code>.</p>,0,Others,
